frame,face
10454,1
10455,1
10456,1
10457,1
10458,1
10459,1
10460,1
10461,1
10462,1
10463,1
10464,1
10465,1
10466,1
10467,1
10468,1
10469,1
10470,1
10471,1
10472,1
10473,1
10474,1
10475,1
10476,1
10477,1
10478,1
10479,1
10480,1
10481,1
10482,1
10483,1
10484,1
10485,1
10486,1
10487,1
10488,1
10489,1
10490,1
10491,1
10492,1
10493,1
10494,1
10495,1
10496,1
10497,1
10498,1
10499,1
10500,1
10501,0
10502,0
10503,0
10504,0
10505,0
10506,0
10507,0
10508,0
10509,0
10510,0
10511,0
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10519,0
10520,0
10521,0
10522,0
10523,0
10524,0
10525,0
10526,0
10527,0
10528,1
10529,1
10530,1
10531,1
10532,1
10533,1
10534,1
10535,1
10536,0
10537,0
10538,0
10539,0
10694,1
10695,1
10696,1
10697,0
10698,0
10699,0
10700,0
10701,0
10702,0
10703,0
10987,0
10988,0
10989,0
10990,0
10991,0
10992,0
10993,1
10994,1
10995,1
10996,1
10997,1
10998,1
10999,1
11000,1
11001,1
11002,0
11003,0
11004,0
11005,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,0
11126,1
11127,1
11128,1
11129,1
11130,1
11131,1
11132,1
11133,1
11134,1
11135,0
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,0
11143,0
11144,0
11145,0
11146,0
11147,0
11148,0
11149,0
11150,0
11151,0
11152,0
11153,0
11154,0
11155,0
11156,0
11157,0
11158,1
11159,1
11160,1
11161,0
11162,0
11163,0
11164,0
11165,0
11166,0
12205,0
12206,0
12856,0
12857,0
12858,0
12859,0
12860,0
13230,0
14741,0
14742,0
14743,0
14744,0
14745,0
14746,0
14747,0
14748,0
14749,0
14750,0
14751,0
14752,0
14753,0
14754,0
14755,0
14756,0
14757,0
14758,0
14759,0
14760,0
14979,0
14980,0
14981,0
14982,1
14983,1
14984,1
14985,0
14986,0
15200,1
15201,1
15202,1
15203,1
15204,1
15205,0
15206,0
15207,0
15208,0
15388,0
15389,0
15390,0
15391,0
15392,0
15393,0
15394,0
15395,0
15396,0
15397,1
15398,1
15399,1
15400,1
15401,1
15402,1
15403,1
15404,1
15405,1
15406,0
15407,0
15408,0
15409,0
15410,0
15411,0
15412,0
15413,0
15414,0
15415,0
15416,0
15417,0
15418,0
15419,0
15420,1
15421,1
15422,1
15423,1
15424,1
15425,1
15426,1
15427,1
15428,1
15429,1
15430,1
15431,1
15432,1
15433,1
15434,1
15435,1
15436,1
15437,1
15438,1
15439,1
15440,1
15441,0
15442,0
15504,0
15505,1
15506,1
15507,1
15508,0
15509,0
15510,0
15511,0
15643,0
15644,0
15645,0
15646,0
15647,0
15648,0
15649,0
15650,1
15651,1
15652,1
15653,1
15654,1
15655,1
15656,1
15657,1
15658,1
15659,1
15660,1
15661,1
15662,1
15663,1
15664,1
15665,1
15666,1
15667,1
15668,1
15669,1
15670,1
15671,1
15672,1
15673,1
15674,1
15675,1
15676,1
15677,1
15678,1
15679,1
15680,1
15681,1
15682,1
15683,1
15684,1
15685,1
15686,1
15687,1
15688,0
15689,0
15690,0
15691,0
15692,0
15693,0
15769,1
15770,1
15771,1
15772,1
15773,1
15774,0
15775,0
15776,0
15777,0
16860,0
16861,0
16862,0
16863,0
16864,0
16865,0
16866,0
16867,0
16868,0
16869,0
16870,1
16871,1
16872,1
16873,1
16874,1
16875,1
16876,1
16877,1
16878,1
16879,1
16880,1
16881,0
16882,0
16883,0
16884,0
16885,0
16886,0
16887,0
16888,0
16889,0
16890,0
16891,0
16892,0
16893,0
16894,0
16895,0
16896,0
16897,0
16898,0
16899,0
16900,0
16901,1
16902,1
16903,1
16904,1
16905,1
16906,1
16907,1
16908,1
16909,1
16910,1
16911,1
16912,1
16913,1
16914,1
16915,1
16916,1
16917,1
16918,1
16919,1
16920,1
16921,1
16922,1
16923,1
16924,1
16925,1
16926,1
16927,1
16928,1
16929,1
16930,1
16931,1
16932,1
16933,1
16934,1
16935,1
16936,1
16937,1
16938,1
16939,1
16940,1
16941,1
16942,1
16943,1
16944,1
16945,1
16946,1
16947,0
16948,0
16949,0
16950,0
16951,0
16989,0
16990,0
16991,0
16992,0
16993,0
16994,0
16995,0
16996,0
16997,0
16998,0
16999,0
17000,0
17001,0
17002,0
17003,0
17004,0
17005,0
17006,0
17007,0
17008,0
17009,0
17010,0
17011,0
17012,0
17013,0
17014,0
17015,0
17016,0
17017,0
17018,0
17019,0
17020,0
17021,0
17022,0
17023,0
17024,0
17025,0
17026,0
17027,0
17028,0
17029,0
17030,0
17031,0
17032,0
17033,0
17034,0
17035,0
17036,0
17037,0
17038,0
17039,0
17040,0
17041,0
17042,0
17043,0
17044,0
17045,0
17046,0
17047,0
17048,0
17049,0
17050,0
17051,0
17052,0
17053,0
17054,0
17055,0
17056,0
17057,0
17103,0
17104,0
17105,0
17106,0
17107,0
17108,0
17109,0
17110,0
17111,0
17112,0
17113,0
17114,0
17115,0
17116,0
17117,0
17118,0
17119,0
17120,0
17121,0
17122,0
17123,0
17124,0
17125,0
17126,0
17127,0
17128,0
17129,0
17130,0
17131,0
17132,0
17133,0
17134,0
17135,0
17136,0
17140,0
17141,0
17142,0
17143,0
17145,0
17146,0
17148,0
17149,0
17150,0
17151,0
17207,0
17208,0
17209,0
17210,0
17211,0
17212,0
17213,0
17214,1
17215,1
17216,1
17217,0
17218,0
17219,0
17220,0
17221,0
17222,0
17223,0
17224,0
17225,0
17226,0
17227,0
17228,0
17229,0
17230,0
17231,0
17232,0
17233,0
17234,0
17235,0
17236,0
17237,0
17284,0
17285,0
17286,0
17287,0
17288,0
17289,0
17290,0
17291,0
17292,0
17293,0
17294,0
17295,0
17296,0
17297,0
17298,0
17299,0
17300,0
17301,0
17302,0
17303,0
17304,0
17305,0
17306,0
17307,0
17308,0
17309,0
17310,0
17311,0
17312,0
17313,0
17314,0
17315,0
17316,0
17317,0
17318,0
17319,0
17320,0
17321,0
17322,0
17323,0
17324,0
17325,0
17326,0
17327,0
17328,0
17329,0
17330,0
17331,0
17332,0
17333,0
17334,0
17335,0
17336,0
17337,0
17338,0
17339,0
17340,0
17341,0
17342,0
17343,0
17344,0
17345,0
17346,0
17347,0
17348,0
17349,0
17350,0
17351,0
17352,0
17353,0
17354,0
17355,0
17356,0
17357,0
17358,0
17359,0
17360,0
17361,0
17362,0
17363,0
17364,0
17365,0
17366,0
17367,0
17368,0
17369,0
17370,0
17371,0
17372,0
17373,0
17374,0
17375,0
17376,0
17377,0
17378,0
17379,0
17380,0
17381,0
17382,0
17383,0
17384,0
17385,0
17386,0
17387,0
17388,0
17389,0
17390,0
17391,0
17392,0
17393,0
17394,0
17395,0
17396,0
17397,0
17398,0
17399,0
17400,0
17401,0
17402,0
17403,0
17404,0
17405,0
17406,0
17407,0
17408,0
17409,0
17410,0
17411,0
17412,0
17413,0
17414,0
17415,0
17416,0
17417,0
17418,0
17419,0
17420,0
17421,0
17422,0
17423,0
17424,0
17425,0
17426,0
17427,0
17428,0
17429,0
17430,0
17431,0
17432,0
17433,0
17434,0
17435,0
17436,0
17437,0
17438,0
17439,0
17440,0
17441,0
17442,0
17443,0
17444,0
17445,0
17446,0
17447,0
17448,0
17449,0
17450,0
17451,0
17452,0
17453,0
17454,0
17455,0
17456,0
17457,0
17458,0
17459,0
17460,0
17461,0
17462,0
17463,0
17464,0
17465,0
17466,0
17467,0
17468,0
17469,0
17470,0
17471,0
17472,0
17473,0
17474,0
17475,0
17476,0
17477,0
17478,0
17479,0
17480,0
17481,0
17482,0
17483,0
17484,0
17485,0
17486,0
17487,0
17488,0
17489,0
17490,0
17491,0
17492,0
17493,0
17494,0
17495,0
17496,0
17497,0
17498,0
17499,0
17500,0
17501,0
17502,0
17503,0
17504,0
17505,0
17506,0
17507,0
17508,0
17509,0
17510,0
17511,0
17512,0
17513,0
17514,0
17515,0
17516,0
17517,0
17518,0
17519,0
17520,0
17521,0
17522,0
17523,0
17524,0
17525,0
17526,0
17527,0
17528,0
17529,0
17530,0
17531,0
17532,0
17533,0
17534,0
17535,0
17536,0
17537,0
17538,0
17539,0
17540,0
17541,0
17542,0
17543,0
17544,0
17545,0
17546,0
17547,0
17548,0
17549,0
17550,0
17551,0
17552,0
17553,0
17554,0
17555,0
17556,0
17557,0
17558,0
17559,0
17560,0
17561,0
17562,0
17563,0
17564,0
17565,0
17566,0
17567,0
17568,0
17569,0
17570,0
17571,0
17572,0
17573,0
17574,0
17575,0
17576,0
17577,0
17578,0
17579,0
17580,0
17581,0
17582,0
17583,0
17584,0
17585,0
17586,0
17587,0
17588,0
17589,0
17590,0
17663,0
17664,0
17665,0
17666,0
17667,0
17668,0
17669,0
17670,0
17671,0
17672,0
17673,0
17674,0
17675,0
17676,0
17677,0
17678,0
17679,0
17680,0
17681,0
17682,0
17683,0
17684,0
17685,0
17686,1
17687,1
17688,1
17689,1
17690,1
17691,0
17692,0
17693,0
17966,0
17967,0
17968,0
17969,0
17970,0
17971,0
17972,0
17973,0
17974,0
17975,0
17976,0
17977,0
17978,0
17979,0
17980,0
17981,0
17982,0
17983,0
17984,0
19232,0
19233,0
19234,0
19235,0
19236,1
19237,1
19238,1
19239,1
19240,1
19241,0
19242,0
19243,0
19288,0
19297,0
19439,0
19440,0
19441,0
19442,0
19443,0
19444,0
19445,0
19446,1
19447,1
19448,1
19449,1
19450,1
19451,1
19452,1
19453,1
19454,1
19455,0
19456,0
19457,0
19458,0
19459,0
19460,0
19461,0
19462,0
19463,0
19464,0
19565,0
19566,0
19568,1
19569,1
20184,0
20185,1
20186,1
20187,1
20188,1
20189,1
20190,0
20191,0
20192,0
20193,0
20194,0
20195,0
20196,0
20201,0
20472,0
20473,0
20474,0
20475,0
20477,0
20478,1
20479,1
20480,1
20481,1
20482,1
20483,1
20484,1
20485,1
20486,1
20487,1
20488,1
20489,1
20490,1
20491,1
20492,1
20493,1
20494,1
20495,1
20496,1
20497,1
20498,1
20499,1
20500,1
20501,1
20502,1
20503,1
20504,1
20505,1
20506,1
20507,1
20508,1
20509,1
20510,1
20511,1
20512,1
20513,1
20514,1
20515,1
20516,1
20517,1
20518,1
20519,1
20520,1
20521,1
20522,1
20523,1
20524,1
20525,1
20526,1
20527,1
20528,0
20529,0
20864,0
20865,0
20866,0
20867,0
20868,0
23192,0
23193,0
23194,0
23195,0
23196,0
23197,0
23205,0
23206,0
23319,0
23320,0
23321,0
23322,0
23323,0
23324,0
23325,0
23327,0
23328,0
23329,0
23330,1
23331,1
23336,1
23337,1
23338,1
23339,1
23340,0
23341,0
23342,0
23343,0
23344,0
23348,0
23412,0
23413,0
23414,0
23415,0
23416,1
23417,1
23418,1
23419,1
23420,1
23421,1
23422,1
23423,1
23424,1
23425,1
23426,1
23427,1
23428,1
23429,1
23430,1
23431,1
23432,1
23433,1
23434,1
23435,1
23436,1
23437,1
23438,1
23439,1
23440,1
23441,1
23442,1
23443,1
23444,1
23445,1
23446,1
23447,1
23448,1
23449,1
23450,1
23451,1
23452,1
23453,1
23454,1
23455,1
23456,1
23457,1
23458,1
23459,1
23460,1
23461,1
23462,1
23463,1
23464,1
23465,1
23466,1
23467,1
23468,1
23469,1
23470,1
23471,0
23472,0
23473,0
23474,0
23475,0
23476,0
23477,0
23832,0
23833,0
23834,0
23835,0
23836,0
23837,0
23838,0
23839,0
23840,0
23841,0
23842,0
23843,0
23844,0
23845,0
23846,0
23847,0
23848,0
23849,0
23850,0
23851,0
23852,0
23853,0
23854,0
23855,0
23856,0
23857,0
23858,0
23859,0
23860,0
23861,0
23862,0
23863,0
23864,0
23865,0
23866,0
23867,0
23868,0
23869,0
23870,0
23871,0
23872,0
23873,0
23874,0
23875,0
23876,0
23877,0
23878,0
23879,0
23880,0
23881,0
23882,0
23883,0
23884,0
23885,0
23886,0
23887,0
23888,0
23889,0
23890,0
23891,0
23892,0
23893,0
23894,0
23895,0
23896,0
23897,0
23898,0
23899,0
23900,0
23901,0
23902,0
23903,0
23904,0
23905,0
23906,0
23907,0
23908,0
23909,0
23910,0
23911,0
23912,0
23913,0
23914,0
23915,0
23916,0
23917,0
23918,0
23919,0
23920,0
23921,0
23922,0
23923,0
23924,0
23925,0
23926,0
23927,0
23928,0
23929,0
23930,0
23931,0
23932,0
23933,0
23934,0
23935,0
23936,0
23937,0
23938,0
23939,0
23940,0
23941,0
23942,0
23943,0
23944,0
23945,0
23946,0
23947,0
23948,0
23949,0
23950,0
23951,0
23952,0
23953,0
23954,0
23955,0
23956,0
23957,0
23958,0
23959,0
23960,0
23961,0
23962,0
23963,0
23964,0
23965,0
23966,0
23967,0
23968,0
23969,0
23970,0
23971,0
23972,0
23973,0
23974,0
23975,0
23976,0
23977,0
23978,0
23979,0
23980,0
23981,0
23982,0
23983,0
23984,0
23985,0
23986,0
23987,0
23988,0
23989,0
23990,0
23991,0
23992,0
23993,0
23994,0
23995,0
23996,0
23997,0
23998,0
23999,0
24000,0
24001,0
24002,0
24003,0
24004,0
24005,0
24006,0
24007,0
24008,0
24009,0
24010,0
24011,0
24012,0
24013,0
24014,0
24015,0
24016,0
24017,0
24018,0
24019,0
24020,0
24021,0
24022,0
24023,0
24024,0
24025,0
24026,0
24027,0
24028,0
24029,0
24030,0
24031,0
24032,0
24033,0
24034,0
24035,0
24036,0
24037,0
24038,0
24039,0
24040,0
24041,0
24042,0
24043,0
24044,0
24045,0
24046,0
24047,0
24048,0
24049,0
24050,0
24051,0
24052,0
24053,0
24054,0
24055,0
24056,0
24057,0
24058,0
24059,0
24060,0
24061,0
24062,0
24063,0
24064,0
24065,0
24066,0
24067,0
24068,0
24069,0
24070,0
24071,0
24072,0
24073,0
24074,0
24075,0
24076,0
24077,0
24078,0
24079,0
24080,0
24081,0
24082,0
24083,0
24084,0
24085,0
24086,0
24087,0
24088,0
24089,0
24090,0
24091,0
24092,0
24093,0
24094,0
24095,0
24096,0
24097,0
24098,0
24099,0
24100,0
24101,0
24102,0
24103,0
24104,0
24105,0
24106,0
24107,0
24108,0
24109,0
24110,0
24111,0
24112,0
24113,0
24114,0
24115,0
24116,0
24117,0
24118,0
24119,0
24120,0
24121,0
24122,0
24123,0
24124,0
24125,0
24126,0
24127,0
24128,0
24129,0
24130,0
24131,0
24132,1
24133,1
24134,1
24135,1
24136,1
24137,1
24138,1
24139,1
24140,1
24141,1
24142,1
24143,1
24144,1
24145,1
24146,1
24147,1
24148,1
24149,1
24150,1
24151,1
24152,1
24153,1
24154,1
24155,1
24156,1
24157,1
24158,1
24159,1
24160,1
24161,1
24162,1
24163,1
24164,1
24165,1
24166,1
24167,1
24168,1
24169,1
24170,1
24171,1
24172,1
24173,1
24174,1
24175,1
24176,1
24177,1
24178,1
24179,1
24180,1
24181,1
24182,1
24183,1
24184,1
24185,1
24186,1
24187,1
24188,1
24189,1
24190,1
24191,1
24192,1
24193,1
24194,0
24195,0
24196,0
24197,0
24198,0
24199,0
24200,0
24201,0
24202,0
24203,0
24238,0
24239,0
24240,0
24241,0
24242,0
24243,1
24244,1
24245,1
24246,1
24247,1
24248,1
24249,1
24250,1
24251,1
24252,1
24253,1
24254,1
24255,1
24256,1
24257,1
24258,1
24259,1
24260,1
24261,1
24262,1
24263,1
24264,1
24265,1
24266,1
24267,1
24268,1
24269,1
24270,1
24271,1
24272,1
24273,1
24274,1
24275,1
24276,1
24277,1
24278,1
24279,1
24280,1
24281,1
24282,1
24283,1
24284,1
24285,1
24286,1
24287,1
24288,1
24289,1
24290,1
24291,1
24292,1
24293,1
24294,1
24295,1
24296,1
24297,1
24298,1
24299,1
24300,1
24301,1
24302,1
24303,1
24304,1
24305,1
24306,1
24307,1
24308,1
24309,1
24310,1
24311,1
24312,1
24313,1
24314,1
24315,1
24316,1
24317,1
24318,1
24319,1
24320,1
24321,1
24322,1
24323,1
24324,1
24325,1
24326,1
24327,1
24328,1
24329,1
24330,1
24331,1
24332,1
24333,1
24334,1
24335,1
24336,1
24337,1
24338,1
24339,1
24340,1
24341,1
24342,1
24343,1
24344,1
24345,1
24346,1
24347,1
24348,1
24349,1
24350,1
24351,1
24352,1
24353,1
24354,1
24355,1
24356,1
24357,1
24358,1
24359,1
24360,1
24361,1
24362,1
24363,1
24364,1
24365,1
24366,1
24367,1
24368,1
24369,1
24370,1
24371,1
24372,1
24373,1
24374,1
24375,1
24376,1
24377,1
24378,1
24379,1
24380,1
24381,1
24382,1
24383,1
24384,1
24385,1
24386,1
24387,1
24388,1
24389,1
24390,1
24391,1
24392,1
24393,1
24394,1
24395,1
24396,1
24397,1
24398,1
24399,1
24400,1
24401,1
24402,1
24403,1
24404,1
24405,1
24406,1
24407,1
24408,1
24409,1
24410,1
24411,1
24412,1
24413,1
24414,1
24415,1
24416,1
24417,1
24418,1
24419,1
24420,1
24421,1
24422,1
24423,1
24424,1
24425,1
24426,1
24427,1
24428,1
24429,1
24430,1
24431,1
24432,1
24433,1
24434,1
24435,1
24436,1
24437,1
24438,1
24439,1
24440,1
24441,1
24442,1
24443,1
24444,1
24445,1
24446,0
24531,0
24532,0
24533,0
24534,0
24535,0
24536,0
24537,0
24538,1
24539,1
24540,0
24541,0
24542,0
24543,0
24544,0
24556,0
24557,0
24558,0
24559,0
24560,0
24561,0
24562,0
24563,0
24564,0
24565,0
24566,0
24567,0
24568,0
24569,0
24570,0
24571,0
24572,0
24573,0
24574,0
24575,0
24576,0
24577,0
24578,0
24579,0
24580,0
24581,0
24582,0
24583,0
24584,1
24585,1
24586,1
24587,1
24588,1
24589,1
24590,1
24591,1
24592,1
24593,0
24594,0
24595,0
24596,0
24597,0
24598,0
24599,0
24600,0
24601,0
24602,0
24603,0
24604,0
24605,0
24606,0
24607,0
24608,0
24609,0
24812,0
24813,0
24814,0
24815,0
24816,0
24818,0
24819,0
24820,0
24821,0
24822,0
24823,0
24824,0
24825,0
24826,0
24827,0
24828,0
24829,0
24830,0
24831,0
24832,0
24833,0
24834,0
24835,0
24836,0
24837,0
24838,0
24839,0
24840,0
24841,0
24842,0
24843,0
24844,0
24845,0
24846,0
24847,0
24848,0
24849,0
24850,0
24851,0
24852,0
24853,0
24854,0
24855,0
24856,0
24857,0
24858,0
24859,0
24860,0
24861,0
24862,0
24863,0
24864,0
24865,0
24866,0
24867,0
24868,0
24869,0
24870,0
24871,0
24872,0
24873,0
24874,0
24875,0
24876,0
24877,0
24878,0
24879,0
24880,0
24881,0
24882,0
24883,0
24884,0
24885,0
24886,0
24887,0
24888,0
24889,0
24890,0
24891,0
24892,0
24893,0
24894,0
24895,0
24896,0
24897,0
24898,0
24899,0
24900,0
24901,0
24902,0
24903,0
24904,0
24905,0
24906,0
24907,0
24908,0
24909,0
24910,0
24911,0
24912,0
24913,0
24914,0
24915,0
24916,0
24917,0
24918,0
24919,0
24920,0
24921,0
24922,0
24923,0
24924,0
24925,0
24926,0
24927,0
24928,0
24929,0
24930,0
24931,0
24932,0
24933,0
24934,0
24935,0
24936,0
24937,0
24938,0
24939,0
24940,0
24941,0
24942,0
24943,0
24944,0
24945,0
24946,0
24947,0
24948,0
24949,0
24950,0
24951,0
24952,0
24953,0
24954,0
24955,0
24956,0
24957,0
24958,0
24959,0
24960,0
24961,0
24962,0
24963,0
24964,0
24965,0
24966,0
24967,0
24968,0
24969,0
24970,0
24971,0
24972,0
24973,0
24974,0
24975,0
24976,0
24977,0
24978,0
24979,0
24980,0
24981,0
24982,0
24983,0
24984,0
24985,0
24986,0
24987,0
24988,0
24989,0
24990,0
24991,0
24992,0
24993,0
24994,0
24995,0
24996,0
24997,0
24998,0
24999,0
25000,0
25001,0
25002,0
25003,0
25004,0
25005,0
25006,0
25007,0
25008,0
25009,0
25010,0
25011,0
25012,0
25013,0
25014,0
25015,0
25016,0
25017,0
25018,0
25019,0
25020,0
25021,0
25022,0
25023,0
25024,0
25025,0
25026,0
25027,0
25028,0
25029,0
25030,0
25031,0
25032,0
25033,0
25034,0
25035,0
25036,0
25037,0
25038,0
25039,0
25040,0
25041,0
25042,0
25043,0
25044,0
25045,0
25046,0
25047,0
25048,0
25049,0
25050,0
25051,0
25052,0
25053,0
25054,0
25055,0
25056,0
25057,0
25058,0
25059,0
25060,0
25061,0
25062,0
25063,0
25064,0
25065,0
25066,0
25067,0
25068,0
25069,0
25070,0
25071,0
25072,0
25073,0
25074,0
25075,0
25076,0
25077,0
25078,0
25079,0
25080,0
25081,0
25082,0
25083,0
25084,0
25085,0
25086,0
25087,0
25088,0
25089,0
25090,0
25091,0
25092,0
25093,0
25094,0
25095,0
25096,0
25097,0
25098,0
25099,0
25100,0
25101,0
25102,0
25103,0
25104,0
25105,0
25106,0
25107,0
25108,0
25109,0
25110,0
25111,0
25112,0
25113,0
25114,0
25115,0
25116,0
25117,0
25118,0
25119,0
25120,0
25121,0
25122,0
25123,0
25124,0
25125,0
25126,0
25127,0
25128,0
25129,0
25130,0
25131,0
25132,0
25133,0
25134,0
25135,0
25136,0
25137,0
25138,0
25139,0
25140,0
25141,0
25142,0
25143,0
25144,0
25145,0
25146,0
25147,0
25148,0
25149,0
25150,0
25151,0
25152,0
25153,0
25154,0
25155,0
25156,0
25157,0
25158,0
25159,0
25160,0
25161,0
25162,0
25163,0
25164,0
25165,0
25166,0
25167,0
25168,0
25169,0
25170,0
25171,0
25172,0
25173,0
25174,0
25175,0
25176,0
25177,0
25178,0
25179,0
25180,0
25181,1
25182,1
25183,1
25184,1
25185,1
25186,1
25187,1
25188,1
25189,1
25190,1
25191,1
25192,1
25193,1
25194,1
25195,1
25196,1
25197,1
25198,1
25199,1
25200,1
25201,1
25202,1
25203,1
25204,1
25205,1
25206,1
25207,1
25208,1
25209,1
25210,1
25211,1
25212,1
25213,1
25214,1
25215,1
25216,1
25217,1
25218,1
25219,1
25220,1
25221,1
25222,1
25223,1
25224,1
25225,1
25226,1
25227,1
25228,1
25229,1
25230,1
25231,1
25232,1
25233,1
25234,1
25235,1
25236,1
25237,1
25238,1
25239,1
25240,1
25241,1
25242,1
25243,1
25244,1
25253,1
25254,1
25255,1
25256,1
25257,1
25258,1
25259,1
25260,1
25261,1
25262,1
25263,1
25264,1
25265,1
25266,1
25267,1
25268,1
25269,1
25270,1
25271,1
25272,1
25273,1
25274,1
25275,1
25276,1
25277,1
25278,1
25279,1
25280,1
25281,1
25282,1
25283,1
25284,1
25285,1
25286,1
25287,1
25288,1
25289,1
25290,1
25291,1
25292,1
25293,1
25294,1
25295,1
25296,1
25297,1
25298,1
25299,1
25300,1
25301,1
25302,1
25303,1
25304,1
25305,1
25306,1
25307,1
25308,1
25309,1
25310,1
25311,1
25312,1
25313,1
25314,1
25315,1
25316,1
25317,1
25318,1
25319,1
25320,1
25321,1
25322,1
25323,1
25324,1
25325,1
25326,1
25327,1
25328,1
25329,1
25330,1
25331,1
25332,1
25333,1
25334,1
25335,1
25336,1
25337,1
25338,1
25339,1
25340,1
25341,1
25342,1
25343,1
25344,1
25345,1
25346,1
25347,1
25348,1
25349,1
25350,1
25351,1
25352,1
25353,1
25354,1
25355,1
25356,1
25357,1
25358,1
25359,1
25360,1
25361,1
25362,1
25363,1
25364,1
25365,1
25366,1
25367,1
25368,1
25369,1
25370,1
25371,1
25372,1
25373,1
25374,1
25375,1
25376,1
25377,1
25378,1
25379,1
25380,1
25381,1
25382,1
25383,1
25384,1
25385,1
25386,1
25387,1
25388,1
25389,1
25390,1
25391,1
25392,1
25393,1
25394,1
25395,1
25396,1
25397,1
25398,1
25399,1
25400,1
25401,1
25402,1
25403,1
25404,1
25405,1
25406,1
25407,1
25408,1
25409,1
25410,1
25411,1
25412,1
25413,1
25414,1
25415,1
25416,1
25417,1
25418,1
25419,1
25420,1
25421,1
25422,1
25423,1
25424,1
25425,1
25426,1
25427,1
25428,1
25429,1
25430,1
25431,1
25432,1
25433,1
25434,1
25435,1
25436,1
25437,1
25438,1
25439,1
25440,1
25441,1
25442,1
25443,1
25444,1
25445,1
25446,1
25447,1
25448,1
25449,1
25450,1
25451,1
25452,1
25453,1
25454,1
25455,1
25456,1
25457,1
25458,1
25459,1
25460,0
25461,0
25462,0
25463,0
25464,0
25465,0
25466,0
25467,0
25468,0
25469,0
25470,0
25471,0
25473,0
25474,0
25490,0
25491,0
25492,0
25493,0
25494,0
25495,0
25496,0
25497,0
25498,0
25499,0
25500,0
25501,0
25502,0
25503,0
25504,0
25505,0
25506,0
25507,0
25508,0
25509,0
25510,0
25511,0
25512,0
25513,0
25514,0
25515,0
25516,0
25517,0
25518,0
25519,0
25520,0
25521,0
25522,0
25523,0
25524,0
25525,0
25526,0
25527,0
25528,0
25529,0
25530,0
25531,0
25532,0
25533,0
25534,0
25535,0
25536,0
25537,0
25538,0
25539,0
25540,0
25541,0
25542,0
25543,0
25544,0
25545,0
25546,0
25547,0
25548,0
25549,0
25550,0
25551,0
25552,0
25553,0
25554,0
25555,0
25556,0
25557,0
25558,0
25559,0
25560,0
25561,0
25562,0
25563,0
25564,0
25565,0
25566,0
25567,0
25568,0
25569,0
25570,0
25571,0
25572,0
25573,0
25574,0
25575,0
25576,0
25577,0
25578,0
25579,0
25580,0
25581,0
25582,0
25583,0
25584,0
25585,0
25586,0
25587,0
25588,0
25589,0
25590,0
25591,0
25592,0
25593,0
25594,0
25595,0
25596,0
25597,0
25598,0
25599,0
25600,0
25601,0
25602,0
25603,0
25604,0
25605,0
25606,0
25607,0
25608,0
25609,0
25610,0
25611,0
25612,0
25613,0
25614,0
25615,0
25616,0
25617,0
25618,0
25619,0
25620,0
25621,0
25622,0
25623,0
25624,0
25625,0
25626,0
25627,0
25628,0
25629,0
25630,0
25631,0
25632,0
25633,0
25634,0
25635,0
25636,0
25637,0
25638,0
25639,0
25640,0
25641,0
25642,0
25643,0
25644,0
25645,0
25646,0
25647,0
25648,0
25649,0
25650,0
25651,0
25652,0
25653,0
25654,0
25655,0
25656,0
25657,0
25658,0
25659,0
25660,0
25661,0
25662,0
25663,0
25664,0
25665,0
25666,0
25667,0
25668,0
25669,0
25670,0
25671,0
25672,0
25673,0
25674,1
25675,1
25676,0
25677,0
25678,0
25679,0
25680,0
25681,0
25682,0
25683,0
25684,0
25685,0
25686,0
25687,1
25688,1
25689,1
25690,1
25691,1
25692,1
25693,1
25694,0
25695,0
25696,0
25697,0
25698,0
25699,0
25700,0
25701,0
25702,0
25703,0
25704,0
25705,0
25706,0
25707,0
25708,0
25709,0
25710,0
25711,0
25712,0
25713,0
25714,0
25715,0
25716,0
25717,0
25718,0
25719,0
25720,0
25721,0
25722,0
25723,0
25724,0
25725,0
25726,0
25727,0
25728,0
25729,0
25730,0
25731,0
25732,0
25733,0
25734,0
25735,0
25736,0
25737,0
25738,0
25739,0
25740,0
25741,0
25742,0
25743,0
25744,0
25745,0
25746,0
25747,0
25748,0
25749,0
25750,0
25751,0
25752,0
25753,0
25754,0
25755,0
25756,0
25757,0
25758,0
25759,0
25760,0
25761,0
25762,0
25763,0
25764,0
25765,0
25766,0
25767,0
25768,0
25769,0
25770,0
25771,0
25772,0
25773,0
25774,0
25775,0
25776,0
25777,0
25778,0
25779,0
25780,0
25781,0
25782,0
25783,0
25784,0
25785,0
25786,0
25787,0
25788,0
25789,0
25790,0
25791,0
25792,0
25793,0
25794,0
25795,0
25796,0
25797,0
25798,0
25799,0
25800,0
25801,0
25802,0
25803,0
25804,0
25805,0
25806,0
25807,0
25808,0
25809,0
25810,0
25811,0
25812,0
25813,0
25814,0
25815,0
25816,0
25817,0
25818,0
25819,0
25820,0
25821,0
25822,0
25823,0
25824,0
25825,0
25826,0
25827,0
25828,0
25829,0
25830,0
25831,0
25832,0
25833,0
25834,0
25835,0
25836,0
25837,0
25838,0
25839,0
25840,0
25841,0
25842,0
25843,0
25844,0
25845,0
25846,0
25847,0
